estaca;area;esfuerzo;size;distancia;mata;cueva;ano;mes ;dia;semana;cant_obs
24;35,6445;1;10;14;9;1;2016;;;;
24;35,6445;1;10;15;9;1;2016;;;;
24;35,6445;1;17;16;16;1;2016;;;;
24;35,6445;1;19;17;17;2;2016;;;;
24;35,6445;1;20;18;19;1;2016;;;;
24;35,6445;1;17;19;13;4;2016;;;;
24;35,6445;1;34;20;29;5;2016;;;;
25;35,6445;1;1;2;1;0;2016;;;;
25;35,6445;1;2;3;2;0;2016;;;;
25;35,6445;1;1;5;1;0;2016;;;;
25;35,6445;1;1;6;1;0;2016;;;;
25;35,6445;1;2;7;2;0;2016;;;;
25;35,6445;1;1;8;1;0;2016;;;;
25;35,6445;1;2;9;2;0;2016;;;;
25;35,6445;1;5;10;5;0;2016;;;;
25;35,6445;1;4;11;4;0;2016;;;;
25;35,6445;1;3;12;3;0;2016;;;;
25;35,6445;1;5;13;5;0;2016;;;;
25;35,6445;1;5;14;4;1;2016;;;;
25;35,6445;1;6;15;6;0;2016;;;;
25;35,6445;1;13;16;13;0;2016;;;;
25;35,6445;1;19;17;16;3;2016;;;;
25;35,6445;1;11;18;11;0;2016;;;;
25;35,6445;1;10;19;9;1;2016;;;;
25;35,6445;1;7;20;7;0;2016;;;;
26;35,6445;1;1;4;1;0;2016;;;;
26;35,6445;1;5;5;5;0;2016;;;;
26;35,6445;1;2;6;2;0;2016;;;;
26;35,6445;1;7;7;7;0;2016;;;;
26;35,6445;1;4;8;4;0;2016;;;;
26;35,6445;1;6;9;6;0;2016;;;;
26;35,6445;1;6;10;6;0;2016;;;;
26;35,6445;1;4;11;3;1;2016;;;;
26;35,6445;1;2;12;1;1;2016;;;;
26;35,6445;1;1;14;0;1;2016;;;;
26;35,6445;1;4;16;4;0;2016;;;;
26;35,6445;1;3;17;3;0;2016;;;;
26;35,6445;1;4;18;4;0;2016;;;;
26;35,6445;1;5;19;5;0;2016;;;;
26;35,6445;1;11;20;11;0;2016;;;;
27;35,6445;1;2;4;2;0;2016;;;;
27;35,6445;1;5;5;5;0;2016;;;;
27;35,6445;1;2;6;2;0;2016;;;;
27;35,6445;1;3;7;3;0;2016;;;;
27;35,6445;1;5;8;5;0;2016;;;;
27;35,6445;1;6;9;6;0;2016;;;;
27;35,6445;1;6;10;6;0;2016;;;;
27;35,6445;1;4;11;4;0;2016;;;;
27;35,6445;1;5;12;5;0;2016;;;;
27;35,6445;1;9;13;8;1;2016;;;;
27;35,6445;1;10;14;10;0;2016;;;;
27;35,6445;1;18;18;18;0;2016;;;;
27;35,6445;1;12;19;12;0;2016;;;;
27;35,6445;1;20;20;19;1;2016;;;;
28;35,6445;1;4;3;4;0;2016;;;;
28;35,6445;1;1;4;1;0;2016;;;;
28;35,6445;1;6;5;6;0;2016;;;;
28;35,6445;1;7;6;7;0;2016;;;;
28;35,6445;1;9;7;9;0;2016;;;;
28;35,6445;1;15;8;15;0;2016;;;;
28;35,6445;1;7;9;7;0;2016;;;;
28;35,6445;1;15;10;15;0;2016;;;;
28;35,6445;1;4;11;3;1;2016;;;;
28;35,6445;1;11;12;9;2;2016;;;;
28;35,6445;1;8;13;5;3;2016;;;;
28;35,6445;1;9;14;6;3;2016;;;;
28;35,6445;1;4;15;4;0;2016;;;;
28;35,6445;1;8;16;6;2;2016;;;;
28;35,6445;1;6;17;6;0;2016;;;;
28;35,6445;1;10;18;5;5;2016;;;;
28;35,6445;1;5;19;2;3;2016;;;;
28;35,6445;1;21;20;18;3;2016;;;;
29;35,6445;1;3;4;3;0;2016;;;;
29;35,6445;1;6;5;6;0;2016;;;;
29;35,6445;1;3;6;3;0;2016;;;;
29;35,6445;1;2;8;2;0;2016;;;;
29;35,6445;1;6;9;5;1;2016;;;;
29;35,6445;1;7;10;7;0;2016;;;;
29;35,6445;1;17;11;16;1;2016;;;;
29;35,6445;1;22;12;18;4;2016;;;;
29;35,6445;1;28;13;25;3;2016;;;;
29;35,6445;1;17;14;14;3;2016;;;;
29;35,6445;1;17;15;15;2;2016;;;;
29;35,6445;1;25;16;23;2;2016;;;;
29;35,6445;1;21;17;16;5;2016;;;;
29;35,6445;1;24;18;18;6;2016;;;;
29;35,6445;1;28;19;21;7;2016;;;;
29;35,6445;1;35;20;20;15;2016;;;;
30;35,6445;1;1;1;1;0;2016;;;;
30;35,6445;1;1;3;1;0;2016;;;;
30;35,6445;1;1;4;1;0;2016;;;;
30;35,6445;1;4;5;4;0;2016;;;;
30;35,6445;1;8;6;8;0;2016;;;;
30;35,6445;1;6;7;6;0;2016;;;;
30;35,6445;1;7;8;7;0;2016;;;;
30;35,6445;1;13;9;13;0;2016;;;;
30;35,6445;1;6;10;6;0;2016;;;;
30;35,6445;1;11;11;5;6;2016;;;;
30;35,6445;1;21;12;15;6;2016;;;;
30;35,6445;1;16;13;13;3;2016;;;;
30;35,6445;1;17;14;14;3;2016;;;;
30;35,6445;1;23;15;20;3;2016;;;;
30;35,6445;1;17;16;14;3;2016;;;;
30;35,6445;1;30;17;25;5;2016;;;;
30;35,6445;1;29;18;27;2;2016;;;;
30;35,6445;1;38;19;33;5;2016;;;;
30;35,6445;1;19;20;15;4;2016;;;;
31;35,6445;1;4;4;4;0;2016;;;;
31;35,6445;1;4;5;4;0;2016;;;;
31;35,6445;1;13;6;12;1;2016;;;;
31;35,6445;1;14;7;14;0;2016;;;;
31;35,6445;1;8;8;8;0;2016;;;;
31;35,6445;1;16;9;15;1;2016;;;;
31;35,6445;1;16;10;14;2;2016;;;;
31;35,6445;1;11;11;11;0;2016;;;;
31;35,6445;1;28;12;28;0;2016;;;;
31;35,6445;1;30;13;28;2;2016;;;;
31;35,6445;1;37;14;35;2;2016;;;;
31;35,6445;1;16;15;13;3;2016;;;;
31;35,6445;1;9;16;8;1;2016;;;;
31;35,6445;1;16;17;14;2;2016;;;;
31;35,6445;1;11;18;8;3;2016;;;;
31;35,6445;1;10;19;8;2;2016;;;;
31;35,6445;1;18;20;8;10;2016;;;;
32;35,6445;1;1;7;1;0;2016;;;;
32;35,6445;1;3;8;1;2;2016;;;;
32;35,6445;1;7;9;6;1;2016;;;;
32;35,6445;1;11;10;11;0;2016;;;;
32;35,6445;1;5;11;4;1;2016;;;;
32;35,6445;1;9;12;7;2;2016;;;;
32;35,6445;1;10;13;9;1;2016;;;;
32;35,6445;1;12;14;11;1;2016;;;;
32;35,6445;1;13;15;12;1;2016;;;;
32;35,6445;1;9;16;7;2;2016;;;;
32;35,6445;1;5;17;5;0;2016;;;;
32;35,6445;1;16;18;12;4;2016;;;;
32;35,6445;1;6;19;2;4;2016;;;;
32;35,6445;1;8;20;6;2;2016;;;;
33;35,6445;1;2;5;2;0;2016;;;;
33;35,6445;1;4;6;4;0;2016;;;;
33;35,6445;1;3;7;3;0;2016;;;;
33;35,6445;1;1;8;1;0;2016;;;;
33;35,6445;1;5;9;5;0;2016;;;;
33;35,6445;1;1;10;1;0;2016;;;;
33;35,6445;1;2;12;2;0;2016;;;;
33;35,6445;1;3;13;3;0;2016;;;;
33;35,6445;1;2;14;2;0;2016;;;;
33;35,6445;1;1;18;1;0;2016;;;;
34;35,6445;1;1;4;0;1;2016;;;;
34;35,6445;1;7;5;6;1;2016;;;;
34;35,6445;1;4;6;4;0;2016;;;;
34;35,6445;1;17;7;16;1;2016;;;;
34;35,6445;1;7;8;5;2;2016;;;;
34;35,6445;1;12;9;5;7;2016;;;;
34;35,6445;1;16;10;12;4;2016;;;;
34;35,6445;1;8;11;5;3;2016;;;;
34;35,6445;1;24;12;15;9;2016;;;;
34;35,6445;1;16;13;9;7;2016;;;;
34;35,6445;1;23;14;13;10;2016;;;;
34;35,6445;1;9;15;7;2;2016;;;;
34;35,6445;1;21;16;10;11;2016;;;;
34;35,6445;1;30;17;17;13;2016;;;;
34;35,6445;1;17;18;10;7;2016;;;;
34;35,6445;1;21;19;12;9;2016;;;;
34;35,6445;1;21;20;16;5;2016;;;;
35;35,6445;1;1;1;1;0;2016;;;;
35;35,6445;1;2;2;2;0;2016;;;;
35;35,6445;1;2;3;2;0;2016;;;;
35;35,6445;1;4;4;4;0;2016;;;;
35;35,6445;1;4;5;4;0;2016;;;;
35;35,6445;1;4;6;4;0;2016;;;;
35;35,6445;1;6;7;6;0;2016;;;;
35;35,6445;1;6;8;6;0;2016;;;;
35;35,6445;1;1;9;1;0;2016;;;;
35;35,6445;1;5;10;4;1;2016;;;;
35;35,6445;1;6;11;6;0;2016;;;;
35;35,6445;1;6;12;6;0;2016;;;;
35;35,6445;1;4;13;4;0;2016;;;;
35;35,6445;1;7;14;7;0;2016;;;;
35;35,6445;1;8;15;8;0;2016;;;;
35;35,6445;1;6;16;6;0;2016;;;;
35;35,6445;1;7;17;7;0;2016;;;;
35;35,6445;1;9;18;9;0;2016;;;;
35;35,6445;1;6;19;6;0;2016;;;;
35;35,6445;1;16;20;16;0;2016;;;;
36;35,6445;1;1;3;1;0;2016;;;;
36;35,6445;1;5;4;5;0;2016;;;;
36;35,6445;1;2;5;2;0;2016;;;;
36;35,6445;1;4;6;4;0;2016;;;;
36;35,6445;1;3;7;3;0;2016;;;;
36;35,6445;1;5;8;5;0;2016;;;;
36;35,6445;1;8;9;8;0;2016;;;;
36;35,6445;1;12;10;12;0;2016;;;;
36;35,6445;1;20;11;20;0;2016;;;;
36;35,6445;1;21;12;21;0;2016;;;;
36;35,6445;1;28;13;28;0;2016;;;;
36;35,6445;1;32;14;32;0;2016;;;;
36;35,6445;1;24;15;24;0;2016;;;;
36;35,6445;1;28;16;28;0;2016;;;;
36;35,6445;1;21;17;21;0;2016;;;;
36;35,6445;1;26;18;26;0;2016;;;;
36;35,6445;1;23;19;23;0;2016;;;;
36;35,6445;1;26;20;26;0;2016;;;;
37;35,6445;1;3;3;3;0;2016;;;;
37;35,6445;1;5;4;5;0;2016;;;;
37;35,6445;1;3;5;3;0;2016;;;;
37;35,6445;1;2;6;2;0;2016;;;;
37;35,6445;1;3;7;2;1;2016;;;;
37;35,6445;1;5;8;4;1;2016;;;;
37;35,6445;1;6;9;6;0;2016;;;;
37;35,6445;1;6;10;4;2;2016;;;;
37;35,6445;1;15;11;6;9;2016;;;;
37;35,6445;1;5;12;2;3;2016;;;;
37;35,6445;1;6;13;3;3;2016;;;;
37;35,6445;1;9;14;7;2;2016;;;;
37;35,6445;1;5;15;1;4;2016;;;;
37;35,6445;1;13;16;11;2;2016;;;;
37;35,6445;1;13;17;4;9;2016;;;;
37;35,6445;1;20;18;13;7;2016;;;;
37;35,6445;1;19;19;15;4;2016;;;;
37;35,6445;1;40;20;32;8;2016;;;;
38;35,6445;1;3;3;2;1;2016;;;;
38;35,6445;1;8;4;8;0;2016;;;;
38;35,6445;1;4;5;4;0;2016;;;;
38;35,6445;1;14;6;14;0;2016;;;;
38;35,6445;1;13;7;13;0;2016;;;;
38;35,6445;1;8;8;8;0;2016;;;;
38;35,6445;1;8;9;8;0;2016;;;;
38;35,6445;1;14;10;14;0;2016;;;;
38;35,6445;1;22;11;22;0;2016;;;;
38;35,6445;1;14;12;14;0;2016;;;;
38;35,6445;1;12;13;11;1;2016;;;;
38;35,6445;1;11;14;11;0;2016;;;;
38;35,6445;1;10;15;10;0;2016;;;;
38;35,6445;1;5;16;5;0;2016;;;;
38;35,6445;1;6;17;6;0;2016;;;;
38;35,6445;1;7;18;7;0;2016;;;;
38;35,6445;1;16;19;15;1;2016;;;;
38;35,6445;1;19;20;19;0;2016;;;;
39;35,6445;1;1;3;1;0;2016;;;;
39;35,6445;1;1;8;1;0;2016;;;;
39;35,6445;1;11;9;11;0;2016;;;;
39;35,6445;1;13;10;12;1;2016;;;;
39;35,6445;1;16;11;14;2;2016;;;;
39;35,6445;1;21;12;21;0;2016;;;;
39;35,6445;1;23;13;21;2;2016;;;;
39;35,6445;1;17;14;15;2;2016;;;;
39;35,6445;1;21;15;17;4;2016;;;;
39;35,6445;1;30;16;25;5;2016;;;;
39;35,6445;1;16;17;16;0;2016;;;;
39;35,6445;1;21;18;20;1;2016;;;;
39;35,6445;1;20;19;19;1;2016;;;;
39;35,6445;1;19;20;19;0;2016;;;;
40;35,6445;1;1;3;1;0;2016;;;;
40;35,6445;1;2;4;2;0;2016;;;;
40;35,6445;1;2;5;2;0;2016;;;;
40;35,6445;1;4;6;4;0;2016;;;;
40;35,6445;1;1;8;1;0;2016;;;;
40;35,6445;1;5;9;5;0;2016;;;;
40;35,6445;1;12;10;12;0;2016;;;;
40;35,6445;1;10;11;10;0;2016;;;;
40;35,6445;1;26;12;26;0;2016;;;;
40;35,6445;1;29;13;29;0;2016;;;;
40;35,6445;1;18;14;18;0;2016;;;;
40;35,6445;1;9;15;9;0;2016;;;;
40;35,6445;1;11;16;11;0;2016;;;;
40;35,6445;1;20;17;20;0;2016;;;;
40;35,6445;1;9;18;9;0;2016;;;;
40;35,6445;1;14;19;14;0;2016;;;;
40;35,6445;1;20;20;20;0;2016;;;;
41;35,6445;1;1;4;1;0;2016;;;;
41;35,6445;1;3;7;1;2;2016;;;;
41;35,6445;1;4;8;4;0;2016;;;;
41;35,6445;1;3;9;2;1;2016;;;;
41;35,6445;1;2;10;1;1;2016;;;;
41;35,6445;1;1;12;0;1;2016;;;;
41;35,6445;1;1;14;1;0;2016;;;;
41;35,6445;1;2;15;2;0;2016;;;;
41;35,6445;1;2;16;2;0;2016;;;;
41;35,6445;1;3;17;3;0;2016;;;;
41;35,6445;1;7;18;7;0;2016;;;;
41;35,6445;1;3;19;3;0;2016;;;;
41;35,6445;1;6;20;6;0;2016;;;;
42;35,6445;1;2;14;2;0;2016;;;;
42;35,6445;1;1;17;1;0;2016;;;;
42;35,6445;1;1;18;0;1;2016;;;;
42;35,6445;1;1;20;0;1;2016;;;;
43;35,6445;1;1;7;0;1;2016;;;;
43;35,6445;1;1;8;1;0;2016;;;;
43;35,6445;1;1;9;1;0;2016;;;;
43;35,6445;1;3;10;3;0;2016;;;;
43;35,6445;1;11;11;11;0;2016;;;;
43;35,6445;1;10;12;10;0;2016;;;;
43;35,6445;1;14;13;14;0;2016;;;;
43;35,6445;1;18;14;18;0;2016;;;;
43;35,6445;1;8;15;8;0;2016;;;;
43;35,6445;1;10;16;10;0;2016;;;;
43;35,6445;1;8;17;8;0;2016;;;;
43;35,6445;1;6;18;6;0;2016;;;;
43;35,6445;1;4;19;4;0;2016;;;;
43;35,6445;1;5;20;5;0;2016;;;;
44;35,6445;1;5;5;5;0;2016;;;;
44;35,6445;1;12;6;12;0;2016;;;;
44;35,6445;1;27;7;27;0;2016;;;;
44;35,6445;1;15;8;15;0;2016;;;;
44;35,6445;1;29;9;29;0;2016;;;;
44;35,6445;1;19;10;18;1;2016;;;;
44;35,6445;1;18;11;18;0;2016;;;;
44;35,6445;1;11;12;11;0;2016;;;;
44;35,6445;1;6;13;6;0;2016;;;;
44;35,6445;1;9;14;9;0;2016;;;;
44;35,6445;1;10;15;10;0;2016;;;;
44;35,6445;1;13;16;13;0;2016;;;;
44;35,6445;1;33;17;32;1;2016;;;;
44;35,6445;1;25;18;25;0;2016;;;;
44;35,6445;1;22;19;22;0;2016;;;;
44;35,6445;1;20;20;20;0;2016;;;;
1;35,3012;1;1;10;1;0;2017;;;;
1;35,3012;1;1;13;1;0;2017;;;;
1;35,3012;1;2;14;2;0;2017;;;;
1;35,3012;1;1;16;0;1;2017;;;;
1;35,3012;1;1;18;1;0;2017;;;;
1;35,3012;1;1;20;0;1;2017;;;;
2;35,3012;1;2;1;1;1;2017;;;;
2;35,3012;1;3;2;1;2;2017;;;;
2;35,3012;1;2;3;0;2;2017;;;;
2;35,3012;1;4;4;1;3;2017;;;;
2;35,3012;1;10;5;6;4;2017;;;;
2;35,3012;1;13;6;11;2;2017;;;;
2;35,3012;1;13;7;11;2;2017;;;;
2;35,3012;1;8;8;5;3;2017;;;;
2;35,3012;1;14;9;7;7;2017;;;;
2;35,3012;1;9;10;5;4;2017;;;;
2;35,3012;1;11;11;4;7;2017;;;;
2;35,3012;1;6;12;1;5;2017;;;;
2;35,3012;1;4;13;1;3;2017;;;;
2;35,3012;1;3;14;0;3;2017;;;;
2;35,3012;1;9;15;9;0;2017;;;;
2;35,3012;1;16;16;11;5;2017;;;;
2;35,3012;1;8;17;5;3;2017;;;;
2;35,3012;1;14;18;8;6;2017;;;;
2;35,3012;1;11;19;9;2;2017;;;;
2;35,3012;1;21;20;17;4;2017;;;;
3;35,3012;1;3;3;0;3;2017;;;;
3;35,3012;1;4;4;1;3;2017;;;;
3;35,3012;1;10;5;7;3;2017;;;;
3;35,3012;1;12;6;3;9;2017;;;;
3;35,3012;1;18;7;6;12;2017;;;;
3;35,3012;1;16;8;6;10;2017;;;;
3;35,3012;1;11;9;6;5;2017;;;;
3;35,3012;1;23;10;14;9;2017;;;;
3;35,3012;1;17;11;13;4;2017;;;;
3;35,3012;1;21;12;15;6;2017;;;;
3;35,3012;1;7;13;3;4;2017;;;;
3;35,3012;1;15;14;8;7;2017;;;;
3;35,3012;1;7;15;5;2;2017;;;;
3;35,3012;1;13;16;9;4;2017;;;;
3;35,3012;1;17;17;4;13;2017;;;;
3;35,3012;1;13;18;8;5;2017;;;;
3;35,3012;1;18;19;9;9;2017;;;;
3;35,3012;1;12;20;6;6;2017;;;;
4;35,3012;1;1;3;1;0;2017;;;;
4;35,3012;1;2;4;0;2;2017;;;;
4;35,3012;1;3;5;2;1;2017;;;;
4;35,3012;1;2;6;0;2;2017;;;;
4;35,3012;1;2;7;1;1;2017;;;;
4;35,3012;1;4;8;0;4;2017;;;;
4;35,3012;1;6;9;1;5;2017;;;;
4;35,3012;1;8;10;3;5;2017;;;;
4;35,3012;1;10;11;3;7;2017;;;;
4;35,3012;1;2;12;1;1;2017;;;;
4;35,3012;1;14;13;5;9;2017;;;;
4;35,3012;1;12;14;6;6;2017;;;;
4;35,3012;1;5;15;3;2;2017;;;;
4;35,3012;1;10;16;6;4;2017;;;;
4;35,3012;1;1;17;1;0;2017;;;;
4;35,3012;1;5;18;3;2;2017;;;;
4;35,3012;1;3;19;2;1;2017;;;;
4;35,3012;1;11;20;7;4;2017;;;;
5;35,3012;1;1;3;1;0;2017;;;;
5;35,3012;1;1;5;1;0;2017;;;;
5;35,3012;1;7;6;2;5;2017;;;;
5;35,3012;1;4;7;3;1;2017;;;;
5;35,3012;1;4;8;3;1;2017;;;;
5;35,3012;1;13;9;9;4;2017;;;;
5;35,3012;1;13;10;9;4;2017;;;;
5;35,3012;1;3;11;3;0;2017;;;;
5;35,3012;1;7;12;5;2;2017;;;;
5;35,3012;1;6;13;4;2;2017;;;;
5;35,3012;1;8;14;6;2;2017;;;;
5;35,3012;1;10;15;5;5;2017;;;;
5;35,3012;1;6;16;5;1;2017;;;;
5;35,3012;1;14;17;14;0;2017;;;;
5;35,3012;1;13;18;12;1;2017;;;;
5;35,3012;1;7;19;6;1;2017;;;;
5;35,3012;1;10;20;10;0;2017;;;;
6;35,3012;1;4;2;4;0;2017;;;;
6;35,3012;1;6;3;5;1;2017;;;;
6;35,3012;1;1;4;1;0;2017;;;;
6;35,3012;1;3;5;3;0;2017;;;;
6;35,3012;1;3;6;2;1;2017;;;;
6;35,3012;1;5;7;5;0;2017;;;;
6;35,3012;1;6;8;6;0;2017;;;;
6;35,3012;1;5;9;5;0;2017;;;;
6;35,3012;1;9;10;7;2;2017;;;;
6;35,3012;1;12;11;12;0;2017;;;;
6;35,3012;1;6;12;6;0;2017;;;;
6;35,3012;1;6;13;6;0;2017;;;;
6;35,3012;1;5;14;5;0;2017;;;;
6;35,3012;1;5;15;4;1;2017;;;;
6;35,3012;1;6;16;4;2;2017;;;;
6;35,3012;1;7;17;5;2;2017;;;;
6;35,3012;1;12;18;9;3;2017;;;;
6;35,3012;1;4;19;4;0;2017;;;;
6;35,3012;1;10;20;7;3;2017;;;;
7;35,3012;1;1;2;0;1;2017;;;;
7;35,3012;1;6;3;6;0;2017;;;;
7;35,3012;1;14;4;13;1;2017;;;;
7;35,3012;1;15;5;13;2;2017;;;;
7;35,3012;1;13;6;12;1;2017;;;;
7;35,3012;1;14;7;14;0;2017;;;;
7;35,3012;1;18;8;16;2;2017;;;;
7;35,3012;1;15;9;14;1;2017;;;;
7;35,3012;1;12;10;11;1;2017;;;;
7;35,3012;1;19;11;15;4;2017;;;;
7;35,3012;1;11;12;10;1;2017;;;;
7;35,3012;1;20;13;17;3;2017;;;;
7;35,3012;1;21;14;19;2;2017;;;;
7;35,3012;1;19;15;18;1;2017;;;;
7;35,3012;1;15;16;12;3;2017;;;;
7;35,3012;1;8;17;8;0;2017;;;;
7;35,3012;1;7;18;6;1;2017;;;;
7;35,3012;1;12;19;9;3;2017;;;;
7;35,3012;1;22;20;19;3;2017;;;;
8;35,3012;1;1;3;0;1;2017;;;;
8;35,3012;1;2;5;0;2;2017;;;;
8;35,3012;1;1;6;0;1;2017;;;;
8;35,3012;1;1;7;0;1;2017;;;;
8;35,3012;1;1;8;0;1;2017;;;;
8;35,3012;1;3;9;0;3;2017;;;;
8;35,3012;1;1;10;0;1;2017;;;;
8;35,3012;1;4;11;0;4;2017;;;;
8;35,3012;1;1;12;0;1;2017;;;;
8;35,3012;1;6;13;0;6;2017;;;;
8;35,3012;1;2;14;0;2;2017;;;;
8;35,3012;1;2;15;0;2;2017;;;;
8;35,3012;1;4;16;0;4;2017;;;;
8;35,3012;1;5;17;0;5;2017;;;;
8;35,3012;1;11;18;8;3;2017;;;;
8;35,3012;1;22;19;12;10;2017;;;;
8;35,3012;1;20;20;8;12;2017;;;;
9;35,3012;1;2;1;2;0;2017;;;;
9;35,3012;1;3;3;3;0;2017;;;;
9;35,3012;1;5;4;5;0;2017;;;;
9;35,3012;1;5;5;5;0;2017;;;;
9;35,3012;1;3;6;3;0;2017;;;;
9;35,3012;1;2;7;2;0;2017;;;;
9;35,3012;1;1;8;1;0;2017;;;;
9;35,3012;1;2;9;2;0;2017;;;;
9;35,3012;1;2;11;2;0;2017;;;;
9;35,3012;1;2;12;2;0;2017;;;;
9;35,3012;1;2;13;2;0;2017;;;;
9;35,3012;1;5;14;5;0;2017;;;;
9;35,3012;1;6;15;6;0;2017;;;;
9;35,3012;1;2;16;2;0;2017;;;;
9;35,3012;1;5;17;5;0;2017;;;;
9;35,3012;1;5;18;5;0;2017;;;;
9;35,3012;1;4;19;4;0;2017;;;;
9;35,3012;1;1;20;1;0;2017;;;;
10;35,3012;1;1;3;1;0;2017;;;;
10;35,3012;1;3;4;3;0;2017;;;;
10;35,3012;1;4;5;3;1;2017;;;;
10;35,3012;1;9;6;9;0;2017;;;;
10;35,3012;1;6;7;6;0;2017;;;;
10;35,3012;1;4;8;3;1;2017;;;;
10;35,3012;1;5;9;3;2;2017;;;;
10;35,3012;1;5;10;2;3;2017;;;;
10;35,3012;1;2;11;0;2;2017;;;;
10;35,3012;1;3;12;2;1;2017;;;;
10;35,3012;1;1;13;1;0;2017;;;;
10;35,3012;1;4;14;2;2;2017;;;;
10;35,3012;1;5;15;3;2;2017;;;;
10;35,3012;1;4;16;1;3;2017;;;;
10;35,3012;1;7;17;5;2;2017;;;;
10;35,3012;1;10;18;7;3;2017;;;;
10;35,3012;1;8;19;5;3;2017;;;;
10;35,3012;1;14;20;10;4;2017;;;;
11;35,3012;1;6;2;5;1;2017;;;;
11;35,3012;1;4;3;3;1;2017;;;;
11;35,3012;1;8;4;7;1;2017;;;;
11;35,3012;1;9;5;7;2;2017;;;;
11;35,3012;1;11;6;10;1;2017;;;;
11;35,3012;1;6;7;6;0;2017;;;;
11;35,3012;1;7;8;3;4;2017;;;;
11;35,3012;1;7;9;4;3;2017;;;;
11;35,3012;1;10;10;7;3;2017;;;;
11;35,3012;1;13;11;9;4;2017;;;;
11;35,3012;1;6;12;6;0;2017;;;;
11;35,3012;1;9;13;6;3;2017;;;;
11;35,3012;1;10;14;7;3;2017;;;;
11;35,3012;1;7;15;6;1;2017;;;;
11;35,3012;1;6;16;2;4;2017;;;;
11;35,3012;1;9;17;5;4;2017;;;;
11;35,3012;1;5;18;4;1;2017;;;;
11;35,3012;1;6;19;5;1;2017;;;;
11;35,3012;1;7;20;7;0;2017;;;;
12;35,3012;1;3;1;3;0;2017;;;;
12;35,3012;1;3;2;3;0;2017;;;;
12;35,3012;1;2;3;2;0;2017;;;;
12;35,3012;1;4;4;4;0;2017;;;;
12;35,3012;1;6;5;6;0;2017;;;;
12;35,3012;1;11;6;11;0;2017;;;;
12;35,3012;1;11;7;11;0;2017;;;;
12;35,3012;1;7;8;7;0;2017;;;;
12;35,3012;1;3;9;3;0;2017;;;;
12;35,3012;1;5;10;5;0;2017;;;;
12;35,3012;1;6;11;6;0;2017;;;;
12;35,3012;1;7;12;7;0;2017;;;;
12;35,3012;1;5;13;5;0;2017;;;;
12;35,3012;1;9;14;9;0;2017;;;;
12;35,3012;1;13;15;13;0;2017;;;;
12;35,3012;1;13;16;13;0;2017;;;;
12;35,3012;1;15;17;15;0;2017;;;;
12;35,3012;1;14;18;13;1;2017;;;;
12;35,3012;1;4;19;4;0;2017;;;;
12;35,3012;1;7;20;7;0;2017;;;;
13;35,3012;1;1;1;0;1;2017;;;;
13;35,3012;1;1;2;0;1;2017;;;;
13;35,3012;1;4;3;0;4;2017;;;;
13;35,3012;1;5;4;0;5;2017;;;;
13;35,3012;1;9;5;1;8;2017;;;;
13;35,3012;1;11;6;0;11;2017;;;;
13;35,3012;1;12;7;0;12;2017;;;;
13;35,3012;1;9;8;0;9;2017;;;;
13;35,3012;1;10;9;0;10;2017;;;;
13;35,3012;1;13;10;0;13;2017;;;;
13;35,3012;1;9;11;0;9;2017;;;;
13;35,3012;1;8;12;0;8;2017;;;;
13;35,3012;1;10;13;0;10;2017;;;;
13;35,3012;1;11;14;1;10;2017;;;;
13;35,3012;1;14;15;4;10;2017;;;;
13;35,3012;1;12;16;3;9;2017;;;;
13;35,3012;1;10;17;0;10;2017;;;;
13;35,3012;1;11;18;2;9;2017;;;;
13;35,3012;1;14;19;5;9;2017;;;;
13;35,3012;1;19;20;2;17;2017;;;;
14;35,3012;1;2;2;2;0;2017;;;;
14;35,3012;1;6;3;6;0;2017;;;;
14;35,3012;1;6;4;6;0;2017;;;;
14;35,3012;1;5;5;5;0;2017;;;;
14;35,3012;1;11;6;11;0;2017;;;;
14;35,3012;1;14;7;14;0;2017;;;;
14;35,3012;1;18;8;18;0;2017;;;;
14;35,3012;1;15;9;15;0;2017;;;;
14;35,3012;1;5;10;5;0;2017;;;;
14;35,3012;1;5;11;5;0;2017;;;;
14;35,3012;1;13;12;13;0;2017;;;;
14;35,3012;1;7;13;7;0;2017;;;;
14;35,3012;1;7;14;7;0;2017;;;;
14;35,3012;1;11;15;11;0;2017;;;;
14;35,3012;1;11;16;11;0;2017;;;;
14;35,3012;1;10;17;10;0;2017;;;;
14;35,3012;1;10;18;10;0;2017;;;;
14;35,3012;1;8;19;8;0;2017;;;;
14;35,3012;1;14;20;14;0;2017;;;;
15;35,3012;1;4;4;3;1;2017;;;;
15;35,3012;1;3;5;3;0;2017;;;;
15;35,3012;1;5;6;2;3;2017;;;;
15;35,3012;1;8;7;3;5;2017;;;;
15;35,3012;1;6;8;3;3;2017;;;;
15;35,3012;1;7;9;3;4;2017;;;;
15;35,3012;1;8;10;7;1;2017;;;;
15;35,3012;1;15;11;11;4;2017;;;;
15;35,3012;1;9;12;4;5;2017;;;;
15;35,3012;1;10;13;2;8;2017;;;;
15;35,3012;1;6;14;2;4;2017;;;;
15;35,3012;1;9;15;7;2;2017;;;;
15;35,3012;1;11;16;4;7;2017;;;;
15;35,3012;1;12;17;9;3;2017;;;;
15;35,3012;1;12;18;11;1;2017;;;;
15;35,3012;1;10;19;7;3;2017;;;;
